Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Assessment Class 1
10123960,,3310,WATSON BAY SW,Y,5570,WINDERMERE,Ward 9,1242000,53.43637661,-113.6266422,RESIDENTIAL
10086839,,5410,MCLUHAN END NW,Y,5477,MACTAGGART,Ward 9,1010000,53.43719137,-113.5659332,RESIDENTIAL
10102027,,731,CAINE BOULEVARD SW,Y,5457,CALLAGHAN,Ward 10,1051000,53.40737313,-113.5224085,RESIDENTIAL
10099023,,2459,CAMERON RAVINE DRIVE NW,Y,4466,CAMERON HEIGHTS,Ward 5,1410000,53.47113739,-113.6260181,RESIDENTIAL
10123945,,3213,WATSON COURT SW,Y,5570,WINDERMERE,Ward 9,1082000,53.43597482,-113.624599,RESIDENTIAL
10123921,,3134,WATSON GREEN SW,Y,5570,WINDERMERE,Ward 9,1340000,53.43800708,-113.6293624,RESIDENTIAL
10087919,,532,CALLAGHAN POINTE SW,Y,5457,CALLAGHAN,Ward 10,1007000,53.41157537,-113.5210216,RESIDENTIAL
10096229,,5233,MULLEN CREST NW,Y,5565,WHITEMUD CREEK RAVINE TWIN BROOKS,Ward 10,1407000,53.43432485,-113.5659489,RESIDENTIAL
10087918,,530,CALLAGHAN POINTE SW,Y,5457,CALLAGHAN,Ward 10,1445500,53.41173217,-113.520907,RESIDENTIAL
10096217,,5257,MULLEN CREST NW,Y,5477,MACTAGGART,Ward 9,1115000,53.43608352,-113.5664669,RESIDENTIAL
10099013,,2458,CAMERON RAVINE DRIVE NW,Y,4466,CAMERON HEIGHTS,Ward 5,1209500,53.47156237,-113.6254267,RESIDENTIAL
10123963,,3304,WATSON BAY SW,Y,5570,WINDERMERE,Ward 9,1235000,53.43694268,-113.6266254,RESIDENTIAL
10134947,,5020,212 STREET NW,Y,4461,THE HAMPTONS,Ward 5,1075000,53.48725971,-113.68408,RESIDENTIAL
10123942,,3207,WATSON COURT SW,Y,5570,WINDERMERE,Ward 9,1165500,53.43649983,-113.6243843,RESIDENTIAL
10153807,,57,WINDERMERE DRIVE SW,Y,5570,WINDERMERE,Ward 9,1827500,53.43753374,-113.630306,RESIDENTIAL
10125113,,2512,CAMERON RAVINE LANDING NW,Y,4466,CAMERON HEIGHTS,Ward 5,1795000,53.47009364,-113.624152,RESIDENTIAL
10154470,302,11930,100 AVENUE NW,N,1150,OLIVER,Ward 6,1330500,53.5402652,-113.5284961,RESIDENTIAL
10087904,,506,CALLAGHAN POINTE SW,Y,5457,CALLAGHAN,Ward 10,1322500,53.41197838,-113.5223635,RESIDENTIAL
10123925,,3404,WATSON PLACE SW,Y,5570,WINDERMERE,Ward 9,1712000,53.43714531,-113.6282058,RESIDENTIAL
10098995,,2312,CAMERON RAVINE COVE NW,Y,4466,CAMERON HEIGHTS,Ward 5,1750000,53.47106115,-113.6275024,RESIDENTIAL
10096239,,5207,MULLEN CREST NW,Y,5477,MACTAGGART,Ward 9,1311000,53.43390489,-113.5684679,RESIDENTIAL
10098996,,2310,CAMERON RAVINE COVE NW,Y,4466,CAMERON HEIGHTS,Ward 5,1069000,53.47080908,-113.6273561,RESIDENTIAL
10099020,,2453,CAMERON RAVINE DRIVE NW,Y,4466,CAMERON HEIGHTS,Ward 5,1251000,53.47169131,-113.6264261,RESIDENTIAL
10123952,,3303,WATSON BAY SW,Y,5570,WINDERMERE,Ward 9,1212500,53.43693558,-113.6257903,RESIDENTIAL
10089561,,17419,108 STREET NW,Y,3120,CHAMBERY,Ward 3,1104000,53.63724327,-113.5103451,RESIDENTIAL
10096234,,5217,MULLEN CREST NW,Y,5477,MACTAGGART,Ward 9,1175500,53.43378944,-113.566986,RESIDENTIAL
10153909,1601,10046,117 STREET NW,N,1150,OLIVER,Ward 6,1000000,53.54018883,-113.5236699,RESIDENTIAL
10123948,,3210,WATSON COURT SW,Y,5570,WINDERMERE,Ward 9,1171000,53.43637218,-113.6252281,RESIDENTIAL
10123938,,3114,WATSON GREEN SW,Y,5570,WINDERMERE,Ward 9,2373500,53.43737332,-113.6264012,RESIDENTIAL
10099008,,2448,CAMERON RAVINE DRIVE NW,Y,4466,CAMERON HEIGHTS,Ward 5,1330000,53.4725995,-113.625182,RESIDENTIAL
10126229,,30,DONSDALE GATE NW,Y,4120,DONSDALE,Ward 5,8819500,53.48226066,-113.6342518,RESIDENTIAL
10131464,,7423,SASKATCHEWAN DRIVE NW,N,5040,BELGRAVIA,Ward 8,1334000,53.51093607,-113.5396048,RESIDENTIAL
10087911,,133,CALLAGHAN DRIVE SW,Y,5457,CALLAGHAN,Ward 10,1072500,53.41306863,-113.5214076,RESIDENTIAL
10098401,,1232,CHAHLEY LANDING NW,Y,4466,CAMERON HEIGHTS,Ward 5,1000500,53.47202957,-113.643767,RESIDENTIAL
10102003,,175,CALLAGHAN DRIVE SW,Y,5457,CALLAGHAN,Ward 10,1019500,53.41007198,-113.5225934,RESIDENTIAL
10126235,,1002,DOWNEY WAY NW,Y,4120,DONSDALE,Ward 5,1035000,53.48296961,-113.6383711,RESIDENTIAL
10099016,,2464,CAMERON RAVINE DRIVE NW,Y,4466,CAMERON HEIGHTS,Ward 5,1336000,53.4710623,-113.6249961,RESIDENTIAL
10099005,,2440,CAMERON RAVINE DRIVE NW,Y,4466,CAMERON HEIGHTS,Ward 5,3607500,53.47356311,-113.6244213,RESIDENTIAL
10101394,,21651,124 AVENUE NW,Y,4477,KINGLET GARDENS,Ward 1,1325000,53.57849544,-113.6931843,RESIDENTIAL
10123934,,3106,WATSON GREEN SW,Y,5570,WINDERMERE,Ward 9,2108000,53.4373982,-113.6250221,RESIDENTIAL
10096238,,5209,MULLEN CREST NW,Y,5477,MACTAGGART,Ward 9,1811000,53.43387456,-113.5681569,RESIDENTIAL
10123956,,3311,WATSON BAY SW,Y,5570,WINDERMERE,Ward 9,1543500,53.43614477,-113.6257798,RESIDENTIAL
10126213,,807,DRYSDALE RUN NW,Y,4120,DONSDALE,Ward 5,1015500,53.48258592,-113.6348293,RESIDENTIAL
10126225,,793,DRYSDALE RUN NW,Y,4120,DONSDALE,Ward 5,1326000,53.48219641,-113.6367563,RESIDENTIAL
10126719,1200,11933,JASPER AVENUE NW,N,1150,OLIVER,Ward 6,2090500,53.54063423,-113.5279676,RESIDENTIAL
10123917,,3124,WATSON GREEN SW,Y,5570,WINDERMERE,Ward 9,1709000,53.43754444,-113.6279651,RESIDENTIAL
10102022,,721,CAINE BOULEVARD SW,Y,5457,CALLAGHAN,Ward 10,1131000,53.40748666,-113.5238342,RESIDENTIAL
10086906,,5312,MULLEN BEND NW,Y,5477,MACTAGGART,Ward 9,1150000,53.43534257,-113.5690639,RESIDENTIAL
10096223,,5245,MULLEN CREST NW,Y,5565,WHITEMUD CREEK RAVINE TWIN BROOKS,Ward 10,1257500,53.43525489,-113.5659434,RESIDENTIAL
10096221,,5249,MULLEN CREST NW,Y,5565,WHITEMUD CREEK RAVINE TWIN BROOKS,Ward 10,1185000,53.43556491,-113.5659415,RESIDENTIAL
10154467,200,11930,100 AVENUE NW,N,1150,OLIVER,Ward 6,3084500,53.5402652,-113.5284961,RESIDENTIAL
10126201,,808,DRYSDALE RUN NW,Y,4120,DONSDALE,Ward 5,1333500,53.48270539,-113.6356959,RESIDENTIAL
10096202,,5248,MULLEN CREST NW,Y,5477,MACTAGGART,Ward 9,1031500,53.43540601,-113.5667264,RESIDENTIAL
10123959,,3312,WATSON BAY SW,Y,5570,WINDERMERE,Ward 9,1733500,53.43615423,-113.6266515,RESIDENTIAL
10098988,,2420,CAMERON RAVINE DRIVE NW,Y,4466,CAMERON HEIGHTS,Ward 5,1136500,53.47198745,-113.6277369,RESIDENTIAL
10099001,,2430,CAMERON RAVINE DRIVE NW,Y,4466,CAMERON HEIGHTS,Ward 5,1281000,53.47272472,-113.6264304,RESIDENTIAL
10123922,,3133,WATSON GREEN SW,Y,5570,WINDERMERE,Ward 9,1667500,53.43787087,-113.6296315,RESIDENTIAL
10153809,,53,WINDERMERE DRIVE SW,Y,5570,WINDERMERE,Ward 9,2454500,53.43706644,-113.630299,RESIDENTIAL
10154474,600,11930,100 AVENUE NW,N,1150,OLIVER,Ward 6,2699500,53.5402652,-113.5284961,RESIDENTIAL
10089567,,17443,108 STREET NW,Y,3120,CHAMBERY,Ward 3,1091000,53.63814872,-113.5109255,RESIDENTIAL
10102026,,729,CAINE BOULEVARD SW,Y,5457,CALLAGHAN,Ward 10,1040000,53.40737466,-113.5227903,RESIDENTIAL
10123939,,3116,WATSON GREEN SW,Y,5570,WINDERMERE,Ward 9,1566500,53.43737438,-113.6267413,RESIDENTIAL
10195208,,11532,74 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1079000,53.51062704,-113.5306163,RESIDENTIAL
10222243,,7542,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1141000,53.45110776,-113.5529,RESIDENTIAL
10197153,,3130,156 STREET SW,N,5462,CHAPPELLE AREA,Ward 10,1429000,53.40468402,-113.591437,RESIDENTIAL
10207862,,4012,WESTCLIFF PLACE SW,Y,5570,WINDERMERE,Ward 9,1320000,53.4353754,-113.6254424,RESIDENTIAL
10222422,,4525,MEAD COURT NW,Y,5565,WHITEMUD CREEK RAVINE TWIN BROOKS,Ward 10,1075500,53.44077622,-113.5535723,RESIDENTIAL
10207857,,4009,WESTCLIFF PLACE SW,Y,5570,WINDERMERE,Ward 9,1163000,53.43514355,-113.6245833,RESIDENTIAL
10222210,,7555,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1586500,53.45196291,-113.5508939,RESIDENTIAL
10168266,,434,WINDERMERE ROAD NW,Y,5570,WINDERMERE,Ward 9,1007000,53.44510248,-113.6140268,RESIDENTIAL
10232401,,4745,WOOLSEY COMMON NW,Y,5570,WINDERMERE,Ward 9,1342500,53.44692168,-113.6138763,RESIDENTIAL
10232388,,4821,WOOLSEY LANE NW,Y,5570,WINDERMERE,Ward 9,1285500,53.44888045,-113.6124244,RESIDENTIAL
10223688,,17438,107A STREET NW,Y,3120,CHAMBERY,Ward 3,1052000,53.63843686,-113.5088749,RESIDENTIAL
10230774,,955,167 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1763000,53.62799067,-113.327645,RESIDENTIAL
10207872,,4213,WESTCLIFF COURT SW,Y,5570,WINDERMERE,Ward 9,2003500,53.43557032,-113.625991,RESIDENTIAL
10258061,,4094,WHISPERING RIVER DRIVE NW,Y,5570,WINDERMERE,Ward 9,1174500,53.44805107,-113.6102274,RESIDENTIAL
10159943,,1013,HOLLANDS POINT NW,Y,5620,HODGSON,Ward 10,1136500,53.45523044,-113.5523774,RESIDENTIAL
10207837,,4110,WESTCLIFF HEATH SW,Y,5570,WINDERMERE,Ward 9,1169000,53.43373088,-113.6254246,RESIDENTIAL
10168133,,4021,WHISPERING RIVER DRIVE NW,Y,5570,WINDERMERE,Ward 9,1148500,53.44388317,-113.6066205,RESIDENTIAL
10230802,,16608,9 STREET NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1121000,53.62752385,-113.3317371,RESIDENTIAL
10232375,,5123,WOOLSEY LINK NW,Y,5570,WINDERMERE,Ward 9,1231000,53.44973951,-113.6133932,RESIDENTIAL
10225009,,3334,CAMERON HEIGHTS LANDING NW,Y,4466,CAMERON HEIGHTS,Ward 5,1138500,53.47254458,-113.6328197,RESIDENTIAL
10238056,,3005,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,1132000,53.43921788,-113.6264524,RESIDENTIAL
10267256,,2703,WINTERBURN ROAD NW,N,4462,EDGEMONT,Ward 5,3966000,53.45863754,-113.6837749,RESIDENTIAL
10207848,,4314,WESTCLIFF LANDING SW,Y,5570,WINDERMERE,Ward 9,2313000,53.43319597,-113.6267866,RESIDENTIAL
10258078,,4721,WOOLSEY COMMON NW,Y,5570,WINDERMERE,Ward 9,1350500,53.44696232,-113.6104762,RESIDENTIAL
10186929,,1206,ADAMSON DRIVE SW,Y,5458,ALLARD,Ward 10,1320000,53.40506894,-113.5159039,RESIDENTIAL
10222247,,7530,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1054500,53.45037124,-113.5529913,RESIDENTIAL
10222214,,7558,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1024500,53.45219281,-113.5522918,RESIDENTIAL
10232397,,4737,WOOLSEY COMMON NW,Y,5570,WINDERMERE,Ward 9,1203500,53.44695162,-113.6127144,RESIDENTIAL
10185467,,10025,148 STREET NW,Y,3140,CRESTWOOD,Ward 1,1072000,53.54001833,-113.5757802,RESIDENTIAL
10238073,,3048,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,1820000,53.43870182,-113.6288206,RESIDENTIAL
10258057,,4405,WINGFIELD CAPE NW,Y,5570,WINDERMERE,Ward 9,1057000,53.44872776,-113.6103748,RESIDENTIAL
10258103,,4609,WINGFIELD POINT NW,Y,5570,WINDERMERE,Ward 9,1777000,53.45268568,-113.6123048,RESIDENTIAL
10232384,,4813,WOOLSEY LANE NW,Y,5570,WINDERMERE,Ward 9,1191500,53.44821462,-113.612161,RESIDENTIAL
10222330,,3804,CLAXTON CLOSE SW,Y,5462,CHAPPELLE AREA,Ward 10,1172000,53.40137894,-113.5752236,RESIDENTIAL
10207877,,4206,WESTCLIFF COURT SW,Y,5570,WINDERMERE,Ward 9,1261500,53.43484042,-113.6267821,RESIDENTIAL
10207833,,4118,WESTCLIFF HEATH SW,Y,5570,WINDERMERE,Ward 9,1266500,53.43316709,-113.6247385,RESIDENTIAL
10222425,,4531,MEAD COURT NW,Y,5477,MACTAGGART,Ward 9,1161000,53.44031429,-113.5538024,RESIDENTIAL
10232422,,4749,WOOLSEY COMMON NW,Y,5570,WINDERMERE,Ward 9,1021000,53.44705101,-113.6142706,RESIDENTIAL
10222432,,4545,MEAD COURT NW,Y,5477,MACTAGGART,Ward 9,1057000,53.43974052,-113.5553677,RESIDENTIAL
10159954,,1006,HOLLANDS POINT NW,Y,5620,HODGSON,Ward 10,1505000,53.45570097,-113.5526454,RESIDENTIAL
10238068,,3029,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,1971000,53.43869572,-113.6268611,RESIDENTIAL
10222219,,7566,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1224000,53.45261253,-113.55279,RESIDENTIAL
10207844,,4309,WESTCLIFF LANDING SW,Y,5570,WINDERMERE,Ward 9,1125500,53.43369665,-113.6259725,RESIDENTIAL
10232396,,4735,WOOLSEY COMMON NW,Y,5570,WINDERMERE,Ward 9,1292000,53.44695072,-113.6124373,RESIDENTIAL
10232395,,4733,WOOLSEY COMMON NW,Y,5570,WINDERMERE,Ward 9,1186500,53.44695427,-113.6121463,RESIDENTIAL
10230796,,16615,9 STREET NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1053500,53.62797707,-113.3308308,RESIDENTIAL
10159941,,853,HOLLANDS LANDING NW,Y,5620,HODGSON,Ward 10,1035500,53.4552997,-113.5528752,RESIDENTIAL
10222215,,7539,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1316500,53.45091592,-113.5520623,RESIDENTIAL
10222248,,7556,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1011500,53.45205326,-113.5522222,RESIDENTIAL
10232410,,4909,WOOLSEY COURT NW,Y,5570,WINDERMERE,Ward 9,1089500,53.44783088,-113.6136767,RESIDENTIAL
10222429,,4539,MEAD COURT NW,Y,5477,MACTAGGART,Ward 9,1299500,53.43989493,-113.5546015,RESIDENTIAL
10225017,,3325,CAMERON HEIGHTS LANDING NW,Y,4466,CAMERON HEIGHTS,Ward 5,2097500,53.47275513,-113.63043,RESIDENTIAL
10232383,,4811,WOOLSEY LANE NW,Y,5570,WINDERMERE,Ward 9,1366500,53.44805276,-113.6121269,RESIDENTIAL
10159950,,1014,HOLLANDS POINT NW,Y,5620,HODGSON,Ward 10,1468000,53.45537098,-113.5515154,RESIDENTIAL
10258128,,4507,WINGFIELD BAY NW,Y,5570,WINDERMERE,Ward 9,1221000,53.45063517,-113.6117903,RESIDENTIAL
10230784,,931,166 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1692500,53.62764458,-113.3284224,RESIDENTIAL
10155776,,704,FRASER VISTA NW,Y,2280,FRASER,Ward 4,1351500,53.60928119,-113.3611494,RESIDENTIAL
10232365,,5112,WOOLSEY LINK NW,Y,5570,WINDERMERE,Ward 9,1294000,53.45026516,-113.6119962,RESIDENTIAL
10207866,,4004,WESTCLIFF PLACE SW,Y,5570,WINDERMERE,Ward 9,1093000,53.43461607,-113.625443,RESIDENTIAL
10222418,,4517,MEAD COURT NW,Y,5477,MACTAGGART,Ward 9,1068500,53.44138718,-113.5535458,RESIDENTIAL
10238064,,3021,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,2170000,53.43861293,-113.6255329,RESIDENTIAL
10222238,,7552,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1181000,53.45172997,-113.552278,RESIDENTIAL
10225004,,3324,CAMERON HEIGHTS LANDING NW,Y,4466,CAMERON HEIGHTS,Ward 5,1259000,53.47224112,-113.6342261,RESIDENTIAL
10232405,,4740,WOOLSEY COMMON NW,Y,5570,WINDERMERE,Ward 9,1165500,53.44747376,-113.6130063,RESIDENTIAL
10207868,,4205,WESTCLIFF COURT SW,Y,5570,WINDERMERE,Ward 9,1208500,53.43481094,-113.6259766,RESIDENTIAL
10258060,,4096,WHISPERING RIVER DRIVE NW,Y,5570,WINDERMERE,Ward 9,1860000,53.44836541,-113.6101752,RESIDENTIAL
10207836,,4112,WESTCLIFF HEATH SW,Y,5570,WINDERMERE,Ward 9,1204000,53.43355108,-113.6254021,RESIDENTIAL
10238060,,3013,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,1406500,53.43918467,-113.6251725,RESIDENTIAL
10232370,,5126,WOOLSEY LINK NW,Y,5570,WINDERMERE,Ward 9,1846000,53.45069308,-113.6137154,RESIDENTIAL
10168194,,3438,WEST LANDING NW,Y,5570,WINDERMERE,Ward 9,1039500,53.44396029,-113.6095847,RESIDENTIAL
10232404,,4742,WOOLSEY COMMON NW,Y,5570,WINDERMERE,Ward 9,1030000,53.44747468,-113.6132914,RESIDENTIAL
10207851,,4308,WESTCLIFF LANDING SW,Y,5570,WINDERMERE,Ward 9,1710500,53.43385646,-113.6267895,RESIDENTIAL
10232369,,5124,WOOLSEY LINK NW,Y,5570,WINDERMERE,Ward 9,1508000,53.45061146,-113.613485,RESIDENTIAL
10230786,,944,166 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1908500,53.6282934,-113.3287484,RESIDENTIAL
10207878,,4204,WESTCLIFF COURT SW,Y,5570,WINDERMERE,Ward 9,1198000,53.43463373,-113.6267789,RESIDENTIAL
10258062,,4092,WHISPERING RIVER DRIVE NW,Y,5570,WINDERMERE,Ward 9,1342500,53.44784426,-113.6101867,RESIDENTIAL
10168134,,4019,WHISPERING RIVER DRIVE NW,Y,5570,WINDERMERE,Ward 9,1112500,53.4437255,-113.6064948,RESIDENTIAL
10222242,,7522,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1088000,53.44976426,-113.5528804,RESIDENTIAL
10238069,,3056,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,2006500,53.43869768,-113.6274916,RESIDENTIAL
10232417,,5005,WOOLSEY PLACE NW,Y,5570,WINDERMERE,Ward 9,1173500,53.44874678,-113.6134635,RESIDENTIAL
10230777,,903,166 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1158500,53.62688857,-113.3310188,RESIDENTIAL
10222224,,7559,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1687500,53.452328,-113.5512003,RESIDENTIAL
10207853,,4304,WESTCLIFF LANDING SW,Y,5570,WINDERMERE,Ward 9,1081000,53.43426079,-113.6267732,RESIDENTIAL
10238055,,3003,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,1057000,53.43921889,-113.6267749,RESIDENTIAL
10232391,,4829,WOOLSEY LANE NW,Y,5570,WINDERMERE,Ward 9,2094000,53.4494519,-113.6126815,RESIDENTIAL
10258104,,4611,WINGFIELD POINT NW,Y,5570,WINDERMERE,Ward 9,2140000,53.45301916,-113.6126139,RESIDENTIAL
10258119,,4146,WHISPERING RIVER DRIVE NW,Y,5570,WINDERMERE,Ward 9,1092500,53.45150224,-113.6124533,RESIDENTIAL
10207832,,4113,WESTCLIFF HEATH SW,Y,5570,WINDERMERE,Ward 9,1173000,53.43333239,-113.6244381,RESIDENTIAL
10222421,,4523,MEAD COURT NW,Y,5565,WHITEMUD CREEK RAVINE TWIN BROOKS,Ward 10,1032500,53.44094239,-113.5535516,RESIDENTIAL
10207863,,4010,WESTCLIFF PLACE SW,Y,5570,WINDERMERE,Ward 9,1136000,53.43515511,-113.6254038,RESIDENTIAL
10222209,,7565,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1474500,53.45273376,-113.5515708,RESIDENTIAL
10232374,,4833,WOOLSEY LANE NW,Y,5570,WINDERMERE,Ward 9,1505500,53.44982431,-113.612522,RESIDENTIAL
10238072,,3050,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,1599000,53.43870077,-113.6284836,RESIDENTIAL
10238062,,3017,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,1581500,53.43877038,-113.6248787,RESIDENTIAL
10207838,,4108,WESTCLIFF HEATH SW,Y,5570,WINDERMERE,Ward 9,1173500,53.43391065,-113.6254395,RESIDENTIAL
10222426,,4533,MEAD COURT NW,Y,5477,MACTAGGART,Ward 9,1252500,53.44017806,-113.5540178,RESIDENTIAL
10258116,,4162,WHISPERING RIVER DRIVE NW,Y,5570,WINDERMERE,Ward 9,1403000,53.45153574,-113.6137798,RESIDENTIAL
10207856,,4007,WESTCLIFF PLACE SW,Y,5570,WINDERMERE,Ward 9,1152500,53.43497288,-113.6246029,RESIDENTIAL
10230781,,919,166 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1565500,53.62711443,-113.3292274,RESIDENTIAL
10222220,,7553,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1497500,53.45180178,-113.5510593,RESIDENTIAL
10258079,,4723,WOOLSEY COMMON NW,Y,5570,WINDERMERE,Ward 9,1543000,53.44695884,-113.6107888,RESIDENTIAL
10258117,,4160,WHISPERING RIVER DRIVE NW,Y,5570,WINDERMERE,Ward 9,1330000,53.45153935,-113.613507,RESIDENTIAL
10207875,,4210,WESTCLIFF COURT SW,Y,5570,WINDERMERE,Ward 9,1729000,53.43523587,-113.6268027,RESIDENTIAL
10225014,,3331,CAMERON HEIGHTS LANDING NW,Y,4466,CAMERON HEIGHTS,Ward 5,1151000,53.47271809,-113.63153,RESIDENTIAL
10238091,,3008,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,1221000,53.43922126,-113.6282566,RESIDENTIAL
10222431,,4543,MEAD COURT NW,Y,5477,MACTAGGART,Ward 9,1114500,53.43973256,-113.5550401,RESIDENTIAL
10222213,,7537,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1284000,53.45076339,-113.5521245,RESIDENTIAL
10232392,,4727,WOOLSEY COMMON NW,Y,5570,WINDERMERE,Ward 9,2011500,53.44695584,-113.6112457,RESIDENTIAL
10221672,,20543,93 AVENUE NW,Y,4740,WEBBER GREENS,Ward 1,1066000,53.52933958,-113.6724834,RESIDENTIAL
10258054,,4411,WINGFIELD CAPE NW,Y,5570,WINDERMERE,Ward 9,1260500,53.44872899,-113.6114424,RESIDENTIAL
10206054,,9346,83 AVENUE NW,Y,6040,BONNIE DOON,Ward 8,1215500,53.51942307,-113.4721246,RESIDENTIAL
10222726,,1748,ADAMSON CRESCENT SW,Y,5458,ALLARD,Ward 10,1125000,53.40167382,-113.5146557,RESIDENTIAL
10222249,,7520,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1055500,53.44958005,-113.552882,RESIDENTIAL
10225008,,3332,CAMERON HEIGHTS LANDING NW,Y,4466,CAMERON HEIGHTS,Ward 5,1225000,53.47251169,-113.6330826,RESIDENTIAL
10222430,,4541,MEAD COURT NW,Y,5477,MACTAGGART,Ward 9,1353500,53.43973599,-113.5547528,RESIDENTIAL
10258069,,4712,WOOLSEY COMMON NW,Y,5570,WINDERMERE,Ward 9,1300500,53.4474699,-113.6097464,RESIDENTIAL
10258083,,4116,WHISPERING RIVER DRIVE NW,Y,5570,WINDERMERE,Ward 9,1320000,53.44981,-113.6108865,RESIDENTIAL
10225001,,3318,CAMERON HEIGHTS LANDING NW,Y,4466,CAMERON HEIGHTS,Ward 5,1110000,53.4728664,-113.6344704,RESIDENTIAL
10222216,,7560,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1035500,53.45233243,-113.5523831,RESIDENTIAL
10207842,,4305,WESTCLIFF LANDING SW,Y,5570,WINDERMERE,Ward 9,1484500,53.43407408,-113.6259773,RESIDENTIAL
10230785,,935,166 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1672000,53.62797352,-113.3285927,RESIDENTIAL
10159951,,1012,HOLLANDS POINT NW,Y,5620,HODGSON,Ward 10,1890500,53.45548885,-113.5517956,RESIDENTIAL
10258056,,4407,WINGFIELD CAPE NW,Y,5570,WINDERMERE,Ward 9,1434500,53.44872429,-113.6106898,RESIDENTIAL
10207871,,4211,WESTCLIFF COURT SW,Y,5570,WINDERMERE,Ward 9,1193500,53.4354217,-113.6258803,RESIDENTIAL
10232366,,5114,WOOLSEY LINK NW,Y,5570,WINDERMERE,Ward 9,1436500,53.45026623,-113.6123236,RESIDENTIAL
10225018,,3323,CAMERON HEIGHTS LANDING NW,Y,4466,CAMERON HEIGHTS,Ward 5,1034000,53.47287573,-113.6302023,RESIDENTIAL
10207847,,4315,WESTCLIFF LANDING SW,Y,5570,WINDERMERE,Ward 9,1686000,53.43314003,-113.6261373,RESIDENTIAL
10222239,,7546,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1070000,53.45136749,-113.5526671,RESIDENTIAL
10258066,,4084,WHISPERING RIVER DRIVE NW,Y,5570,WINDERMERE,Ward 9,1047000,53.44756643,-113.6090399,RESIDENTIAL
10230800,,828,166 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1131000,53.62709257,-113.3317457,RESIDENTIAL
10230778,,907,166 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1180500,53.62690366,-113.3305022,RESIDENTIAL
10238065,,3023,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,2617000,53.43869262,-113.6258715,RESIDENTIAL
10230773,,951,167 AVENUE NE,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,1375500,53.62835994,-113.3277956,RESIDENTIAL
10222228,,7551,MAY COMMON NW,Y,5476,MAGRATH HEIGHTS,Ward 10,1029500,53.4516813,-113.5512827,RESIDENTIAL
10238059,,3011,WATSON LANDING SW,Y,5570,WINDERMERE,Ward 9,1078500,53.43919707,-113.6255463,RESIDENTIAL
10223691,,10727,174B AVENUE NW,Y,3120,CHAMBERY,Ward 3,1142500,53.63794628,-113.5086658,RESIDENTIAL
10159946,,1021,HOLLANDS POINT NW,Y,5620,HODGSON,Ward 10,1142000,53.45465373,-113.5519511,RESIDENTIAL
